URL Source,Article,Summary
https://www.bbc.com/marathi/india-55482977,शेतकरी आंदोलन: या महिन्याभरात सरकार आणि शेतकऱ्यांमध्ये काय घडलं?,सरकारच्या तीन कृषी बिलांच्या विरोधात पंजाब-हरियाणाचे शेतकरी गेल्या महिनाभरापासून दिल्लीच्या वेगवेगळ्या सीमांवर आंदोलन करत आहेत. या आंदोलनवर तोडगा काढण्यासाठी सरकार आणि शेतकऱ्यांमध्ये याआधी चर्चेच्या अनेक फेऱ्या झाल्या आहेत पण त्या निष्फळ ठरल्या आहेत.
https://www.bbc.com/marathi/india-50401728,शिवसेना आणि काँग्रेस-राष्ट्रवादीमध्ये कसा ठरेल सत्तास्थापनेचा फॉर्म्युला?,"मंगळवारी (12 नोव्हेंबर) संध्याकाळी महाराष्ट्रात राष्ट्रपती राजवट लागू करण्यात आली. पण असं असलं तरी शिवसेना, राष्ट्रवादी काँग्रेस आणि काँग्रेसमध्ये सत्तास्थापनेसाठीच्या बैठका आणि चर्चा सुरू आहेत."
https://www.bbc.com/marathi/india-47303541,पुलवामा हल्ल्यानंतर काँग्रेस कोमात तर भाजप जोमात का?,"अकरा फेब्रुवारीला पूर्वांचलच्या प्रभारी प्रियंका गांधी लखनौमध्ये रोड शो करत होत्या. राहुल गांधीही सोबत होते. ते खेळण्यातलं लढाई विमान दाखवून लोकांना रफालच्या मुद्द्याची आठवण करून देत होते. त्यामुळे ""अचानक हवा बदलू लागली आ, भाजप दबावात आहे"" असं काही लोक म्हणत होते."
https://www.bbc.com/marathi/india-50622766,आई आणि नवजात बाळाला जोडणारी गर्भनाळ कधी कापावी?,भारत सरकारच्या आरोग्य आणि कुटुंब कल्याण मंत्रालयाने याच वर्षी नोव्हेंबरमध्ये एक सूचनापत्रक प्रसिद्ध केलं आहे.
https://www.bbc.com/marathi/india-49217890,"सनी लिओनी: मला माहिती आहे तू सनीच आहेस, प्लीज माझ्याशी एकदा बोल ना",अर्जुन पटियाला या सिनेमात सनी लिओनीने भूमिका वठवली आहे. या चित्रपटाच्या दृश्यात ती तिचा फोन नंबर एका जणाला देते. पण हा नंबर खरा आहे आणि लोक सनीचा नंबर समजून यावर कॉल करत आहेत.
https://www.bbc.com/marathi/international-48259357,अफगाणिस्तान: जेव्हा माजी महिला पत्रकाराला दिवसाढवळ्या गोळ्या घालून मारण्यात आलं...,"राजकीय सल्लागार आणि माजी टीव्ही अँकर मीना मंगल यांच्या दिवसाढवळ्या झालेल्या हत्येप्रकरणी निषेध नोंदवला जात आहे. अफगाणिस्तानमधील राजकीय नेते तसंच महिला हक्कांसाठी काम करणाऱ्या कार्यकर्त्यांनी मिना यांना न्याय मिळावा, अशी मागणी केली आहे."
https://www.bbc.com/marathi/india-43078421,अनाथांना आरक्षण मिळवून देणारी अमृता करवंदे,"आजपासून जवळपास 20 वर्षांपूर्वी एका पित्यानं आपल्या लहान मुलीला गोव्यातल्या एका अनाथलयात सोडलं होतं. कुठल्या परिस्थितीत त्यांनी हा निर्णय घेतला, त्यांच्यासमोर काय अडचणी होत्या, हे कुणालाच माहीत नाही."
https://www.bbc.com/marathi/india-42651786,मुलांसाठी शाळेत जायला त्यानं स्वत: बांधला 8 किमी रस्ता!,त्याचं नाव जालंधर नायक. वय 45 वर्षं. ते राहतात ओडिशातल्या एका दुर्गम गावात.
https://www.bbc.com/marathi/international-45417455,सीरियातल्या इडलिबमधील युद्ध न रोखल्यास लाखो बळी : UN,सीरियातल्या बंडखोरांच्या ताब्यात असणाऱ्या इडलिब प्रांतात रशिया आणि तुर्कस्तानच्या हल्ल्यांमुळे होणारा विध्वंस रोखण्यासाठी यूनोने त्वरित कारवाई करायला सांगितलं आहे.
https://www.bbc.com/marathi/india-43098755,"#अभिव्यक्ती स्वातंत्र्य : 'कलाकारापुढे सरकारनं नम्र, उदार राहायला हवं'","अभिव्यक्ती स्वातंत्र्याची गळचेपी भारतात होते आहे, ही काही आजची गोष्ट नाही. कलाकारापुढे सरकारनं नम्र, उदार राहायला हवं, अशी भूमिका अखिल भारतीय मराठी साहित्य संमेलनाचे अध्यक्ष लक्ष्मीकांत देशमुख यांनी बीबीसीशी बोलताना मांडली. तामिळनाडूप्रमाणे मराठी लर्निंग अॅक्ट करावा, अशी मागणीही त्यांनी केली."
https://www.bbc.com/marathi/india-56738649,महाराष्ट्र लॉकडाऊन: एकीकडे क्रिकेटचे सामने तर दुसरीकडे लॉकडाऊन कसे? - सोशल,कोरोनाचा प्रादुर्भाव रोखण्यासाठी महाराष्ट्रात 14 एप्रिलच्या रात्री 8 वाजल्यापासून पुढचे 15 दिवस कडक निर्बंध लागू करण्यात येणार आहेत. महाराष्ट्राचे मुख्यमंत्री उद्धव ठाकरे यांनी याबाबत फेसबुकद्वारे जनतेशी संवाद साधताना माहिती दिली.
https://www.bbc.com/marathi/international-42778464,दावोस 'बुद्रुक' इतकं महत्त्वपूर्ण का बनलं?,स्वित्झर्लंडला हे नैसर्गिक सौंदर्यासाठी प्रसिद्ध आहे. हिंदी चित्रपटामध्ये स्वित्झर्लंडची एक रोमॅंटिक प्रतिमा आपण पाहिली आहे. पण या छोट्याशा देशात असलेल्या एका छोट्याशा शहरात जगातील मोठे मोठे आर्थिक निर्णय घेतले जातात. या शहराचं नाव दावोस.
https://www.bbc.com/marathi/india-55313138,मुंबई लोकल ट्रेन जानेवारीत सर्वांसाठी सुरू होऊ शकते - विजय वडेट्टिवार,मुंबईतल्या लोकल ट्रेन्स जानेवारी 2021 मध्ये सुरू करण्याचा विचार सुरू असल्याचं मदत आणि पुनर्वसन मंत्री विजय वडेट्टिवार यांनी जाहीर केलं आहे.
https://www.bbc.com/marathi/india-56471112,देवेंद्र फडणवीस: 'अनिल देशमुख गृहमंत्री पदावर असताना चौकशी कशी करता येईल?',शरद पवार हे महाविकास आघाडीचे निर्माते आहेत. त्यामुळे त्यांना सरकारचा बचाव करावा लागतो असं विरोधी पक्षनेते देवेंद्र फडणवीस यांनी म्हटलं आहे. गृहमंत्री अनिल देशमुख यांच्या राजीनामाच्या मागणीनिमित्ताने ते बोलत होते.
https://www.bbc.com/marathi/international-45067900,ओसामा बिन लादेनची आई म्हणते 'तो एक चांगला मुलगा होता',"""ओसामा बिन लादेन लहानपणी लाजाळू आणि सभ्य मुलगा होता. पण विद्यापीठात असताना त्याला भडकावण्यात, त्याचा ब्रेनवॉश करण्यात आला, त्यामुळे तो बिघडला."" हे आहेत अल-कायदाचा म्होरक्या ओसामा बिन लादेनच्या आईचे शब्द."
https://www.bbc.com/marathi/india-47493411,Pulwama हल्ल्यानंतर मुंबईचे मुर्तझा अली खरंच जवानांसाठी 110 कोटी दान करणार आहेत? - फॅक्ट चेक,मुंबईचे मुर्तझा अली आपल्या मोठ्या दाव्यांमुळे गेल्या काही दिवसांपासून सोशल मीडियात चर्चेत आहेत. आपली 110 कोटी रुपयांची संपत्ती आपण पंतप्रधान मदत निधीला देणार असल्याची घोषणा मुर्तझा यांनी केलीय.
https://www.bbc.com/marathi/india-49737315,"देवेंद्र फडणवीसांचे नाणारमध्ये पुन्हा रिफायनरी आणण्याचे संकेत, शिवसेनेला धक्का : 5मोठ्याबातम्या",आज सकाळी वृत्तपत्रं आणि वेबसाइट्सवर प्रसिद्ध झालेल्या बातम्यांपैकी 5 मोठ्या बातम्या थोडक्यात पाहूया.
https://www.bbc.com/marathi/india-41565103,दिल्लीनंतर महाराष्ट्रात फटाक्यांवर बंदी येऊ शकते का?,"सुप्रीम कोर्टानं दिल्लीमध्ये एक नोव्हेंबरपर्यंत फटाक्यांची विक्री आणि वितरण यावर बंदी घातल्यानंतर आता महाराष्ट्रातही अशी बंदी घालावी, अशी मागणी होऊ लागली आहे. पण अशी बंदी खरंच येऊ शकते का?"
https://www.bbc.com/marathi/international-43664403,"कॉमनवेल्थ गेम्स : भारताला दुसरं सुवर्ण पदक, मणिपूरच्या संजीताचा सुवर्णवेध!","भारताची वेटलिफ्टिंगपटू संजीता चानूने गोल्डकोस्ट, ऑस्ट्रेलिया येथे सुरू असलेल्या कॉमनवेल्थ स्पर्धेत भारताला दुसरं सुवर्णपदक मिळवून दिलं. 53 किलो वजनी गटातून खेळणाऱ्या संजीतानं एकूण 192 वजन उचललं."
https://www.bbc.com/marathi/india-57181471,"खत किंमत वाढ : 'DAP या एका खतासाठी मोदींनी सबसिडी दिली, पण इतर खतांच्या दरवाढीचं काय?'",पंतप्रधान नरेंद्र मोदींनी एका खतासाठी सबसिडी देऊन त्याचे दर 'जैसे थे' ठेवले. पण इतर खतांच्या दरवाढीचं काय? असा सवाल शेतकरी उपस्थित करत आहेत.
https://www.bbc.com/marathi/india-57319140,HSC बोर्डाच्या बारावीच्या परीक्षा रद्द करण्याचे वर्षा गायकवाड यांचे संकेत,"सीबीएसई बोर्डाची बारावीची परीक्षा रद्द केल्याची घोषणा केंद्र सरकारने केल्यानंतर राज्य सरकारने या निर्णयाचं स्वागत केलं आहे. राज्य उच्च माध्यमिक शिक्षण मंडळ म्हणचे एचएससी बोर्डाच्या परीक्षांबाबत लवकरात लवकर निर्णय घेऊ, असं शालेय शिक्षणमंत्री वर्षा गायकवाड यांनी म्हटलं."
https://www.bbc.com/marathi/india-41958681,'पुणे विद्यापीठ : दक्षिणेतलं हार्वर्ड आहे की रेस्टॉरंट?' सोशल मीडियावर चर्चेला ऊत,"विद्यार्थी शाकाहारी असला पाहिजे, या निकषामुळे सावित्रीबाई फुले पुणे विद्यापीठ वादाच्या भोवऱ्यात सापडलं. सोशल मीडियावर यासंदर्भातल्या चर्चेला ऊत आला."
https://www.bbc.com/marathi/india-49281768,काश्मीर कलम 370 : 'विरोधाचं प्रतीक बनलेल्या व्हायरल फोटोची खरी कहाणी,सोशल मीडियावर काश्मीरमधल्या एका शाळकरी मुलाचा फोटो व्हायरल झाला आहे. या फोटोमागचे सत्य तपासण्याचा प्रयत्न बीबीसीने केला आहे.
https://www.bbc.com/marathi/india-56456223,बांगलादेशचं विमान साडेपाच वर्षांपासून रायपूर विमानतळावर का उभं आहे?,"एखादी कार घराबाहेर साडेपाच वर्ष उभी असेल, एकदाही दुरुस्ती-देखभाल झाली नसेल तर ती कार चालवता येईल का?"
https://www.bbc.com/marathi/india-43897374,Nirav Modi: 'जिथं एसटी पोहोचत नाही तिथं पोहोचून त्यानं आम्हाला फसवलं!',"""ज्या गावात आजवर सरकारची साधी एसटी आली नाही त्या गावात नीरव मोदी येऊन आम्हाला लूटून गेला. हक्काच्या जमिनी आम्ही कवडीमोल भावाने विकल्या. नीरव मोदींच्या गुंतवणूकदारांच्या भूलथापांना बळी पडल्याने आमच्यावर उपासमारीची वेळ आली आहे."""
https://www.bbc.com/marathi/india-44210608,"तामिळनाडू : 'स्टरलाइट' विरोधातील आंदोलन पेटलं, 9 जणांचा मृत्यू",तामिळनाडूच्या विविध भागात स्टरलाइट लिमिटेड कंपनीविरोधात करण्यात आलेल्या आंदोलनात नऊ जणांचा मृत्यू झाला. यामध्ये एका महिलेचा समावेश आहे. अनेकांना हॉस्पिटलमध्ये दाखल करण्यात आलं आहे.
https://www.bbc.com/marathi/india-53019520,"कोरोना लॉकडाऊनचे किस्से : नवरा ऑफिसच्या व्हीडिओ कॉलवर होता, मी त्याच्यासमोर टॉप काढला, पण मागे आरसा होता","लॉकडाऊनमुळे घरात बंद असताना प्रत्येक व्यक्तीचं आयुष्य बदललं होतं. यादरम्यान प्रत्येकाच्या आयुष्यात अशाही काही गोष्टी घडल्या, ज्या पूर्णपणे अनपेक्षित होत्या."
https://www.bbc.com/marathi/india-57111196,आदित्य ठाकरेंचे मित्र झिशान सिद्दिकी अचानक शिवसेनेविरोधात एवढे आक्रमक का झालेत?,"मातोश्रीच्या अंगणातच कोरोना लसीकरणाच्या राजकारणावरून ठाकरे सरकारमध्ये वादाची ठिणगी पडलीय. लसीकरण केंद्रावर शिवसेनेकडून केल्या जाणाऱ्या पोस्टरबाजीमुळे, शिवसेना विरुद्ध कॉँग्रेस वाद पेटायला."
https://www.bbc.com/marathi/india-47228865,Valentine's Day: ‘गेले सांगायचे राहुनि’ ही हुरहूर आता LGBT समुदायातून दूर होईल,"'प्रेम कुणावरही करावं' असं कुसुमाग्रजांनी म्हटलेलं असलं, तरी भारतीय समाजाला हे मान्य नव्हतं. एलजीबीटी समुदायासाठी प्रेम करणं हा गुन्हा समजला जात होता. अगदी अलीकडेच ६ सप्टेंबर, २०१८ रोजी भारताच्या सर्वोच्च न्यायालयाने कलम ३७७च्या जोखडातून या समुदायाची मुक्तता केली."
https://www.bbc.com/marathi/india-55074803,"लॉकडाऊनसाठी राज्यांना घ्यावी लागणार केंद्राची परवानगी, असे आहेत नवे नियम","केंद्र सरकारसोबत चर्चा केल्याशिवाय कोणत्याही राज्याला कंटेनमेंट झोनच्याबाहेर राज्यात, शहरात आणि तालुक्यात 'लॉकडाऊन' जाहीर करता येणार नाही."
https://www.bbc.com/marathi/media-54694060,अमेरिकन निवडणूक आणि जागतिक तापमान वाढीचा काय संबंध आहे?,जागतिक हवामान बदलाच्या धोरणावर डोनाल्ड ट्रंप यांनी राष्ट्राध्यक्षपदावरून घेतलेल्या निर्णयांचा परिणाम झाला आहे.
https://www.bbc.com/marathi/india-45417337,हैदराबादमधील निजाम संग्रहालयातून 50 कोटींचा लंच बॉक्स चोरीला,हैदराबादमधील राजघराण्यातील हिरेजडित सोन्याचा लंचबॉक्स चोरीला गेला आहे. हैदराबाद पोलीस या प्रकरणी चोरांचा कसून शोध घेत आहे.
https://www.bbc.com/marathi/india-45344391,सोशल : 'सनातनी आणि नक्षली दोघंही एकाच नाण्याच्या दोन बाजू आहेत',मंगळवारी देशभरातून 5 मानवी हक्क कार्यकर्त्यांना अटक झाल्यानंतर काही वाचकांना हे जनतेचं लक्ष विचलित करण्यासाठी सुरू असलेलं छापासत्र वाटतं. तर काहींना डावे आणि उजवे एकाच नाण्याच्या दोन बाजू वाटतात.
https://www.bbc.com/marathi/india-46632579,बिहारमध्ये मोदी-नीतिश जोडीविरोधात महाआघाडीचा शड्डू,2019 च्या लोकसभा निवडणुकीत बिहारमध्ये भाजप आणि जेडीयूला विरोधकांची महाआघाडी टक्कर देणार आहे. आज नवी दिल्लीत मोदी सरकारमधील माजी मंत्री आणि राष्ट्रीय लोकसमता दलाचे अध्यक्ष उपेंद्र कुशवाहा यांनी एनडीए सोडून महाआघाडीत सामील होत असल्याचं घोषित केलं.
https://www.bbc.com/marathi/india-54549875,उद्धव ठाकरे-भगतसिंह कोश्यारी: 'भाजपचं पोट दुखतंय म्हणून राज्यपालांना बाळंतकळा'; सामनामधून टीका #5मोठ्याबातम्या,आज विविध वृत्तपत्रं आणि वेबसाईटवर प्रकाशित झालेल्या बातम्यांपैकी पाच मोठ्या बातम्यांचा थोडक्यात आढावा...
https://www.bbc.com/marathi/india-57313458,SSC Exam: दहावीच्या विद्यार्थ्यांचे भवितव्य अधांतरितच,दहावीच्या परीक्षांसंदर्भातली सुनावणी मुंबई उच्च न्यायालयाने गुरुवारपर्यंत (3 जून) तहकूब केली आहे. 3 जून रोजी सर्वोच्च न्यायालयात बारावी परीक्षांसंदर्भात सुनावणी होणार आहे. सर्वोच्च न्यायालयाच्या निकालानंतर मुंबई उच्च न्यायालय आपला अंतिम निकाल जाहीर करू शकतं.
https://www.bbc.com/marathi/india-52127684,कोरोना संबंधी सोशल मीडियावर पोस्ट लिहिल्यास तुरुंगात जावं लागणार?-फॅक्ट चेक,भारतात कोरोना व्हायरसचा संसर्ग झालेल्या रुग्णांची संख्या झपाट्यानं वाढत आहे. देशातील कोरोनाबाधित रुग्णांची संख्या दोन हजारांहून अधिक झाली आहे. कोरोनामुळे देशात आतापर्यंत 56 जणांचा बळी गेला आहे.
https://www.bbc.com/marathi/india-49527797,नरेंद्र मोदी सरकारने बँकांचं विलीनीकरण का केलं?,"आज झालेल्या पत्रकार परिषदेत केंद्रीय अर्थमंत्री निर्मला सीतारामन यांनी देशातल्या काही मोठ्या बँकांचं विलीनीकरण करण्याचा निर्णय घेतला. पण, बॅंकांचं विलीनीकरण म्हणजे काय? यामुळे बॅंकांचा काय फायदा होऊ शकतो?."
https://www.bbc.com/marathi/international-42006713,"तुमच्याकडे 3000 कोटी रुपये असतील, तर हे पेंटिंग विकत घ्या!","लिओनार्डो दा विंची यांनी 500 वर्षांपूर्वी चितारलेलं ख्रिस्ताच्या एका चित्राचा तब्बल 45 कोटी डॉलरमध्ये लिलाव झाला आहे. 'सॅल्व्हेटर मंडी' अर्थात जगाचा रक्षणकर्ता, असं या चित्राचं नाव आहे."
https://www.bbc.com/marathi/india-47527481,पार्थ पवार यांच्या उमेदवारीचा राष्ट्रवादी काँग्रेसला कितपत फायदा होणार?,"अजित पवार यांचे पुत्र पार्थ पवार यांना मावळमधून लोकसभेसाठी उमेदवारी मिळणार, हे आता स्पष्ट झालंय. राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार यांनी नवीन पिढीला संधी देण्यासाठी हा निर्णय घेतला असल्याचं सांगितलं."
https://www.bbc.com/marathi/india-44413403,तहानलेल्यांसाठी देवदूत ठरणारा अमरावतीचा वॉटरमॅन,अमरावती जिल्ह्यातल्या बासलपूरनजिक गेलात तर तुम्हाला हा दुचाकीवरचा वॉटरमॅन नक्की दिसेल. उन्हातान्हाचं रस्त्यावर फिरताना तहानलेल्या प्रत्येक वाटसरूसाठी हा वॉटरमॅन ग्लासभर थंडगार पाणी पाजतो. राजू चर्जन वॉटरमॅन बनून गेल्या 20 वर्षांपासून हे काम अखंडपणे करत आहेत.
https://www.bbc.com/marathi/india-52865661,कोरोना महाराष्ट्र : सोशल मीडियासंबंधीच्या मुंबई पोलिसांच्या आदेशावरुन वाद का?,"सोशल मीडियावर कोव्हिड-19 आजाराविषयी चुकीची किंवा खोटी माहिती पसरवली जाऊ नये, यासाठी मुंबई पोलिसांनी प्रतिबंधात्मक आदेश प्रसिद्ध केले आहेत. या आदेशांवरून आता वाद निर्माण झाला आहे."
https://www.bbc.com/marathi/international-42596455,तैवान : आई मुलाच्या पालन पोषणाचे पैसे मागते तेव्हा...,"एखादा मुलगा आई-वडिलांना पैसे देतो कारण त्यांनी त्याला लहानाचं मोठं केलं आहे, असं आपण कधी ऐकलं आहे का? ही गोष्ट थोडी विचित्र वाटते. मात्र, तैवानमध्ये असंच एक प्रकरण समोर आलं आहे."
https://www.bbc.com/marathi/international-48078102,श्रीलंका बाँबस्फोट: या अमेरिकन महिलेवर पोलिसांनी चुकून संशयित असल्याचा आरोप ठेवला होता,इस्टरला झालेल्या हल्ल्यात एका अमेरिकन महिलेला संशयित हल्लेखोर घोषित केल्याबद्दल श्रीलंकेच्या पोलिसांनी माफी मागितली आहे.
https://www.bbc.com/marathi/india-49487680,महाराष्ट्र विधानसभा निवडणूक पहिल्यांदाच सोशल मीडियावर कव्हर करतंय बीबीसी मराठी,"महाराष्ट्राच्या विधानसभेची निवडणूक खरं तर लोकसभेच्या आधीच सुरू झाली होती. जेव्हा लोकसभेच्या युत्या-आघाड्या विधानसभेवर डोळा ठेवून केल्या गेल्या, तेव्हाच विधानसभेचं रणशिंग फुंकलं गेलं होतं."
https://www.bbc.com/marathi/india-54424214,IPL 2020: स्टॉइनस-रबाडाचा बंगळुरूला हिसका,मार्कस स्टॉइनसची बेभान फटकेबाजी आणि कागिसो रबाडासह सगळ्याच बॉलर्सनी केलेली शिस्तबद्ध बॉलिंग यांच्या बळावर दिल्लीने बंगळुरूला 59 रन्सनी नमवलं.
https://www.bbc.com/marathi/india-48366060,"सांगली लोकसभा निकाल : संजयकाका पाटील यांची आघाडी, विशाल पाटील बॅकफूटवर - कोण जिंकणार?",सांगली मतदारसंघात भाजपाच्या संजयकाका पाटील यांनी आघाडी घेतली आहे. भाजपाचे संजयकाका पाटील 1 लाख 26 हजार 901 मतांनी आघाडीवर आहेत.
https://www.bbc.com/marathi/india-53510434,उदयनराजे भोसले - शिवाजी महाराजांचा अवमान झाला असता तर लगेच राजीनामा दिला असता,राज्यसभेत नुकत्याच निवडून गेलेल्या सदस्यांनी काल शपथ घेतली. यामध्ये भाजपातर्फे उदयनराजे यांनी सदस्यत्वाची शपथ घेतली. मात्र या शपथविधीनंतर आता नव्या चर्चेला आणि पर्यायाने वादाला सुरुवात झाली आहे.
https://www.bbc.com/marathi/international-41886952,2017 वर्ष सर्वाधिक उष्ण ठरणार,जागतिक हवामान संघटनेच्या प्राथमिक आकडेवारीनुसार 2017 वर्ष आतापर्यंतच्या सर्वाधिक उष्ण वर्षांपैकी एक ठरणार आहे. अल निनोच्या अभावी असं होणार असल्याचं हवामान संघटनेचं म्हणणं आहे.
https://www.bbc.com/marathi/international-44678634,"डॉनचं हेलिकॉप्टरनं तुरुंगातून पलायन, हॉलीवुड स्टाईलनं पोलिसांना दिला चकवा",एका तुरुंगात भली मोठी सुरक्षा यंत्रणा तैनात करण्यात आलेली आहे. या तुरुंगातल्या कैद्यांना त्यांच्या नातेवाईकांना भेटण्यासाठी एक गेस्ट रूम आहे.
https://www.bbc.com/marathi/international-55114404,"कोरोना : लस सुरक्षित आहे की नाही, हे कोण आणि कसं ठरवतात?",कोरोना व्हायरसविरुद्ध लढण्यासाठी आगामी काळात काही सुरक्षित लशी उपलब्ध होऊ शकतात. लोकही लशीची अतिशय आवर्जून प्रतीक्षा करत आहेत. पण आपल्या शरीरात अशा प्रकारची अनोळखी लस टोचून घेण्यास काहींना भीतीही वाटते.
https://www.bbc.com/marathi/international-49822035,नरेंद्र मोदी फादर ऑफ इंडिया - डोनाल्ड ट्रंप,"अमेरिकेचे राष्ट्राध्यक्ष डोनाल्ड ट्रंप यांनी भारताचे पंतप्रधान नरेंद्र मोदी यांची भेट घेतली, यावेळी त्यांनी मोदी यांना 'फादर ऑफ इंडिया' म्हणजेच `भारताचे पिता' असं संबोधलं."
https://www.bbc.com/marathi/international-51541103,सचिन तेंडुलकर : वर्ल्ड कप जिंकल्यानंतर तिरंग्यासह मारलेली व्हिक्टरी लॅप सर्वोत्तम क्षण,मास्टर ब्लास्टर फलंदाज आणि महान क्रिकेटपटू सचिन तेंडुलकरने 2011 वर्ल्ड कप जिंकल्यानंतर संघसहकाऱ्यांच्या साथीने वानखेडे मैदानावर प्रेक्षकांना केलेल्या अभिवादनाला लॉरियस पुरस्कार मिळाला आहे.
https://www.bbc.com/marathi/india-47411517,पाकिस्तान-भारत संघर्षाचा मोदी फायदा घेत असल्याचा राज ठाकरेंचा आरोप,"भारत आणि पाकिस्तान यांच्यामधील सध्याच्या युद्धजन्य परिस्थितीचा ""फायदा घेणं हे उमद्या राजकारण्याचं लक्षण नाही,"" अशी टीका महाराष्ट्र नवनिर्माण सेनेचे (मनसे) अध्यक्ष राज ठाकरे यांनी एका निवेदनातून केली आहे."
https://www.bbc.com/marathi/india-56371176,"‘MPSC पास होऊन नायब तहसीलदार झालोय, पण नियुक्तीची वाट पाहत शेतमजुरी करतोय’","""MPSC मधून नायब तहसीलदार म्हणून निवड झालीय. 10 महिने झाले तरी सरकारनं नियुक्त दिली नाहीय. सध्या शेतमजूर म्हणून काम करतोय. लोक आम्हाला हसतात आणि सरकारला शिव्या देतात. नियुक्ती कधी?"""
